Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,DT50,logDT50,logfoc,StudyT,Dispersant,logTdose,logDose,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_t-butyl_C4,chain:alkaneBranch_neopentyl_C5,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_pentyl_C5,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclohexene,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1,chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[6_6]_naphthalene,ring:fused_[6_6]_tetralin,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,Inoculum description,Inoculum assignment,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_biohcw,SMILES2
536,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,20.95042937,1.321192928,0.755874856,25,No,4.301029996,2.993106292,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Casa Grande, AZ, USA","32°54'01.7""N 111°48'06.6""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,5.7,,38.9,,No,,Yes,Open microcosm,45,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,984.2519685,31.28005739,First order rate constant,0.975194225,,0.033078081,20.95042937,Hamamura 2013,Ammended with nutrients,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
537,n-Nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,4.026632163,0.604941958,0.591064607,4,No,4.301029996,3.04697742,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,26,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,1114.236599,15.62744179,First order rate constant,0.936237413,,0.172104124,4.026632163,Hamamura 2008,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,L,3.0,2.2,0,2.6,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
538,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,1.045522866,0.019333535,0.591064607,25,No,4.301029996,3.013979248,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,26,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,1032.712058,127.4248764,First order rate constant,0.998241433,,0.66282625,1.045522866,Hamamura 2008,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
539,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,4.254163245,0.628814151,0.591064607,10,No,4.301029996,3.028943992,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,19,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,1068.917018,39.06860447,First order rate constant,0.717024001,,0.16289925,4.254163245,Hamamura 2008,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
540,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,2.106080378,0.323474942,0.591064607,25,No,4.301029996,3.053547735,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,21,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,1131.221719,1.131221719,First order rate constant,0.999930655,,0.329047271,2.106080378,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
541,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,9.497868202,0.977626139,0.755874856,25,No,4.301029996,2.993106292,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jory clay soil,Agricultural soil,Soil,"Oregan, USA",,,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,5.7,,38.9,,No,,Yes,Open microcosm,45,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,984.2519685,13.64462954,First order rate constant,0.986202484,,0.072963741,9.497868202,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
542,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,5.58054543,0.746676648,0.591064607,25,No,4.301029996,3.040293569,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,76,Abiotic control,"Autoclave x3, 1h",Diesel,ExxonMobil Corp,Liquid,Mixed directly,20000,1097.219631,0,First order rate constant,0.866871649,,0.12418141,5.58054543,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
543,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,24.12379617,1.38244565,0.755874856,25,No,4.301029996,3.055017852,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jory clay soil,Agricultural soil,Soil,"Oregan, USA",,,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,5.7,,38.9,,No,,Yes,Open microcosm,76,Abiotic control,"Autoclave x3, 1h",Diesel,ExxonMobil Corp,Liquid,Mixed directly,20000,1135.057471,222.7011494,First order rate constant,0.960027511,,0.028726822,24.12379617,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
544,n-nonadecane,n-P,19,629-92-5,CCCCCCCCCCCCCCCCCCC,18.92387352,1.277010037,0.826074803,28,No,5,3.176091259,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woodland soil,Woodland soil,Soil,"La Plata City, Argentina","34°53'00.8""S 57°56'20.6""W",,"Air-dried (approx. 1 week), powdered and sieved through a 2-mm-mesh sieve",Closed (partially) microcosm in 4L glass flasks covered with sterilized paper and aluminum foil,1,6.7,,,,Yes,"Homogenised on d 15, 30, 60 and 90.",Yes,Vessel partially opened,60,No abiotic control but vessels partially covered,,Crude oil,Obtained from La Plata YPF refinery,Liquid,Mixed directly,100000,1500,660,First order rate constant,0.990175243,,0.03662041,18.92387352,Colombo 1996,<C16 not included in database due to expected abiotic losses through volatilisation,,L,N ,L,L,L,H,N ,L,H,N/A,N/A,L,M,M,H,1.4,2.0,0,1.7,34.3,1.5353,CCCCCCCCCCCCCCCCCCC
545,n-nonane,n-P,9,111-84-2,CCCCCCCCC,3.036437247,0.48236431,-0.086186148,30,No,4.591064607,3.812913357,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urban soil,Urban soil,Soil,"Rio de Janeiro, Brazil","22°58'08.7""S 43°20'50.7""W",,"Sifted through a 2-mm sieve, stored at 10oC for upto 1 month",Closed microcosm in 50mL glass vials sealed with rubber and aluminium caps,0.005,0.82,,100% (WHC),,No,,Yes,H2O2 added to maintain sufficient oxygen,3,Abiotic control,Autoclave ,Gasoline,PETROBRAS gasoline with 22% EtOH,Liquid,Mixed directly,39000,6500,3289,Zero order rate constant,,,0.164666667,3.036437247,Cunha 2000,Ammended with nutrients,Concentration of constituent likely to be significantly lower than stated. Degradation knietics based on 2 data points,L,N ,H,H,H,M,N ,L,H,N/A,N/A,L,M,M,H,2.4,2.0,0,2.2,7.435,0.8713,CCCCCCCCC
546,n-nonane,n-P,9,111-84-2,CCCCCCCCC,2.4,0.373569269,,30,No,0.556302501,-0.443697499,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Surface soil,Urban soil,Soil,"Tsukuba-city, Japan","36°03'41.7""N 140°08'02.6""E",,,Closed microcosm in 110mL glass vial sealed with teflon coated caps,0.0064,,,34,,Yes,Repeated shaking throughout the test,No,Adequate oxygen in microcosm headspace,116,None described,Vessel completely sealed and samples taken using syringe from headspace so unlikely to significant abiotic losses,Synthetic mixture,Synthetic gasoline,Liquid,Mixed directly with soil for 5 mins by shaking,3.6,0.36,0,First order rate constant,0.9799,,0.2932,2.363574352,Nishiwaki 2017,,,L,N ,L,L,H,H,N ,M,H,N/A,N/A,H,H,H,H,1.8,2.8,0,2.3,7.435,0.8713,CCCCCCCCC
547,n-nonane,n-P,9,111-84-2,CCCCCCCCC,1.9,0.283105746,,30,No,0.556302501,-0.443697499,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subsurface soil (10-15cm depth),Urban soil,Soil,"Tsukuba-city, Japan","36°03'41.7""N 140°08'02.6""E",,,Closed microcosm in 110mL glass vial sealed with teflon coated caps,0.0064,,,33,,Yes,Repeated shaking throughout the test,No,Adequate oxygen in microcosm headspace,138,None described,Vessel completely sealed and samples taken using syringe from headspace so unlikely to significant abiotic losses,Synthetic mixture,Synthetic gasoline,Liquid,Mixed directly with soil for 5 mins by shaking,3.6,0.36,0,First order rate constant,0.982,,0.3611,1.919135973,Nishiwaki 2017,,,L,N ,L,L,H,H,N ,M,H,N/A,N/A,H,H,H,H,1.8,2.8,0,2.3,7.435,0.8713,CCCCCCCCC
548,n-nonane,n-P,9,111-84-2,CCCCCCCCC,1.003220253,0.001396291,0.591064607,25,No,4.301029996,2.947348801,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,21,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,885.8267717,0.885826772,First order rate constant,1,,0.690775528,1.003220253,Hamamura 2013,Ammended with nutrients,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,7.435,0.8713,CCCCCCCCC
549,n-nonane,n-P,9,111-84-2,CCCCCCCCC,3.206655157,0.506052259,0.755874856,25,No,4.301029996,2.947348801,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jory clay soil,Agricultural soil,Soil,"Oregan, USA",,,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,5.7,,38.9,,No,,Yes,Open microcosm,45,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,885.8267717,0,First order rate constant,0.933867164,,0.216113042,3.206655157,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,7.435,0.8713,CCCCCCCCC
550,n-nonane,n-P,9,111-84-2,CCCCCCCCC,2.092103327,0.32058313,0.755874856,25,No,4.301029996,2.838204332,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Casa Grande, AZ, USA","32°54'01.7""N 111°48'06.6""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,5.7,,38.9,,No,,Yes,Open microcosm,45,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,688.976378,0,First order rate constant,0.939801503,,0.33124559,2.092103327,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,7.435,0.8713,CCCCCCCCC
551,n-Octacosane,n-P,28,630-02-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,1.003220253,0.001396291,0.591064607,25,No,4.301029996,2.429546874,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,21,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,268.8728025,0.268872802,First order rate constant,1,,0.690775528,1.003220253,Hamamura 2013,Ammended with nutrients,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,105.3,2.0224,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
552,n-Octacosane,n-P,28,630-02-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,8.67582673,0.93831087,0.591064607,4,No,4.301029996,2.64873275,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,26,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,445.382091,54.69604626,First order rate constant,0.966645215,,0.079877114,8.67582673,Hamamura 2008,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,L,3.0,2.2,0,2.6,105.3,2.0224,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
553,n-Octacosane,n-P,28,630-02-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.824669895,-0.083719859,0.591064607,25,No,4.301029996,2.590933279,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,8,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,389.8820844,32.33168505,First order rate constant,0.975921239,,0.840336241,0.824669895,Hamamura 2008,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,105.3,2.0224,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
554,n-Octacosane,n-P,28,630-02-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,6.5981346,0.819421171,0.591064607,10,No,4.301029996,2.568636236,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,19,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,370.3703704,45.31958118,First order rate constant,0.775323383,,0.105029685,6.5981346,Hamamura 2008,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,105.3,2.0224,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
555,n-Octacosane,n-P,28,630-02-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,16.41073935,1.215128148,0.755874856,25,No,4.301029996,2.40807964,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jory clay soil,Agricultural soil,Soil,"Oregan, USA",,,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,5.7,,38.9,,No,,Yes,Open microcosm,45,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,255.9055118,0,First order rate constant,0.976782136,,0.042228445,16.41073935,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,105.3,2.0224,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
556,n-Octacosane,n-P,28,630-02-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,51.70220624,1.713509076,0.755874856,25,No,4.301029996,2.440264323,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Casa Grande, AZ, USA","32°54'01.7""N 111°48'06.6""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,5.7,,38.9,,No,,Yes,Open microcosm,45,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,275.5905512,0,First order rate constant,0.920710527,,0.013403683,51.70220624,Hamamura 2013,Ammended with nutrients,,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,105.3,2.0224,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
557,n-Octacosane,n-P,28,630-02-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,18.37542973,1.264237504,0.826074803,28,No,5,2.491361694,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woodland soil,Woodland soil,Soil,"La Plata City, Argentina","34°53'00.8""S 57°56'20.6""W",,"Air-dried (approx. 1 week), powdered and sieved through a 2-mm-mesh sieve",Closed (partially) microcosm in 4L glass flasks covered with sterilized paper and aluminum foil,1,6.7,,,,Yes,"Homogenised on d 15, 30, 60 and 90.",Yes,Vessel partially opened,60,No abiotic control but vessels partially covered,,Crude oil,Obtained from La Plata YPF refinery,Liquid,Mixed directly,100000,310,210,First order rate constant,0.680706837,,0.037713404,18.37542973,Colombo 1996,<C16 not included in database due to expected abiotic losses through volatilisation,,L,N ,L,L,L,H,N ,L,H,N/A,N/A,L,M,M,H,1.4,2.0,0,1.7,105.3,2.0224,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
558,n-octadecane,n-P,18,593-45-3,CCCCCCCCCCCCCCCCCC,1.575301053,0.197363563,0.591064607,25,No,4.301029996,3.10137453,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beaverton loam soil,Agricultural soil,Soil,"Beaverton, MT, USA","48°25'21.3""N 107°15'15.9""W",,Sieved through 2mm mesh and stored at 4oC until use,Open microcosm in 150mL serum bottles. Incubated in dark,0.02,3.9,,29.9,,No,,Yes,Open microcosm,21,Abiotic control,"Autoclave x3, 1h",Synthetic crude oil ,Consisted of n-alkanes ranged from C12 to C24. Weathered for 100h under nitrogen,Liquid,Mixed directly,20000,1262.916188,0.126291619,First order rate constant,0.994023322,,0.439915912,1.575301053,Hamamura 2013,Ammended with nutrients,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,29.43,1.4689,CCCCCCCCCCCCCCCCCC
